message,severity,attributes,tags,timestamp
	at org.springframework.boot.web.embedded.tomcat.TomcatWebServer.<init>(TomcatWebServer.java:107) ~[spring-boot-3.3.5.jar!/:3.3.5],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.522486114Z
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1352) ~[spring-boot-3.3.5.jar!/:3.3.5],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.525899117Z
	at org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory.getTomcatWebServer(TomcatServletWebServerFactory.java:516) ~[spring-boot-3.3.5.jar!/:3.3.5],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.525910009Z
	at org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory.getWebServer(TomcatServletWebServerFactory.java:222) ~[spring-boot-3.3.5.jar!/:3.3.5],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.525918104Z
	at org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.createWebServer(ServletWebServerApplicationContext.java:188) ~[spring-boot-3.3.5.jar!/:3.3.5],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.525926055Z
	at org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.onRefresh(ServletWebServerApplicationContext.java:162) ~[spring-boot-3.3.5.jar!/:3.3.5],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.525936274Z
	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:619) ~[spring-context-6.1.14.jar!/:6.1.14],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.525943370Z
	at org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.refresh(ServletWebServerApplicationContext.java:146) ~[spring-boot-3.3.5.jar!/:3.3.5],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.525950890Z
	at org.springframework.boot.SpringApplication.refresh(SpringApplication.java:754) ~[spring-boot-3.3.5.jar!/:3.3.5],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.525957588Z
	at org.springframework.boot.SpringApplication.refreshContext(SpringApplication.java:456) ~[spring-boot-3.3.5.jar!/:3.3.5],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.525964917Z
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:335) ~[spring-boot-3.3.5.jar!/:3.3.5],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.525971527Z
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1363) ~[spring-boot-3.3.5.jar!/:3.3.5],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.525980548Z
	at com.campus.backend.BackendApplication.main(BackendApplication.java:11) ~[!/:0.0.1-SNAPSHOT],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.529298333Z
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(Unknown Source) ~[na:na],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.529311864Z
	at java.base/java.lang.reflect.Method.invoke(Unknown Source) ~[na:na],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.529321842Z
	at org.springframework.boot.loader.launch.Launcher.launch(Launcher.java:102) ~[backend.jar:0.0.1-SNAPSHOT],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.529329559Z
	at org.springframework.boot.loader.launch.Launcher.launch(Launcher.java:64) ~[backend.jar:0.0.1-SNAPSHOT],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.529336283Z
	at org.springframework.boot.loader.launch.JarLauncher.main(JarLauncher.java:40) ~[backend.jar:0.0.1-SNAPSHOT],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.529343077Z
,info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:09.529349880Z
"Railway rate limit reached for deployment, update your application to reduce the logging rate. Messages dropped: 1",error,"{""level"":""error""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d""}",2026-05-06T08:41:09.555167199Z
	at org.springframework.jdbc.datasource.init.DatabasePopulatorUtils.execute(DatabasePopulatorUtils.java:54) ~[spring-jdbc-6.1.14.jar!/:6.1.14],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.191388878Z
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:122) ~[mysql-connector-j-8.0.33.jar!/:8.0.33],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.191409097Z
	at com.mysql.cj.jdbc.StatementImpl.execute(StatementImpl.java:648) ~[mysql-connector-j-8.0.33.jar!/:8.0.33],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.191416834Z
	at com.mysql.cj.jdbc.StatementImpl.executeInternal(StatementImpl.java:763) ~[mysql-connector-j-8.0.33.jar!/:8.0.33],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.191417916Z
	at com.zaxxer.hikari.pool.ProxyStatement.execute(ProxyStatement.java:94) ~[HikariCP-5.1.0.jar!/:na],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.191422541Z
	at com.zaxxer.hikari.pool.HikariProxyStatement.execute(HikariProxyStatement.java) ~[HikariCP-5.1.0.jar!/:na],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.191438568Z
	at org.springframework.jdbc.datasource.init.ScriptUtils.executeSqlScript(ScriptUtils.java:261) ~[spring-jdbc-6.1.14.jar!/:6.1.14],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.191445076Z
java.sql.SQLSyntaxErrorException: Duplicate column name 'condition_level',info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.191447167Z
	at org.springframework.jdbc.datasource.init.ResourceDatabasePopulator.populate(ResourceDatabasePopulator.java:254) ~[spring-jdbc-6.1.14.jar!/:6.1.14],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.191452329Z
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:121) ~[mysql-connector-j-8.0.33.jar!/:8.0.33],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.191455907Z
"2026-05-06T16:41:09.801+08:00 DEBUG 1 --- [campus-market-backend] [           main] o.s.jdbc.datasource.init.ScriptUtils     : Failed to execute SQL script statement #27 of class path resource [migration-v3.sql]: ALTER TABLE products ADD COLUMN condition_level TINYINT DEFAULT NULL COMMENT '成色:1全新,2几乎新,3轻微使用,4明显使用,5一般'",info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.191501135Z
,info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.191533687Z
	at org.springframework.boot.jdbc.init.DataSourceScriptDatabaseInitializer.runScripts(DataSourceScriptDatabaseInitializer.java:87) ~[spring-boot-3.3.5.jar!/:3.3.5],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.193427705Z
	at org.springframework.boot.sql.init.AbstractScriptDatabaseInitializer.runScripts(AbstractScriptDatabaseInitializer.java:146) ~[spring-boot-3.3.5.jar!/:3.3.5],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.193432796Z
	at org.springframework.boot.sql.init.AbstractScriptDatabaseInitializer.applyScripts(AbstractScriptDatabaseInitializer.java:108) ~[spring-boot-3.3.5.jar!/:3.3.5],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.193439395Z
	at org.springframework.boot.sql.init.AbstractScriptDatabaseInitializer.applySchemaScripts(AbstractScriptDatabaseInitializer.java:98) ~[spring-boot-3.3.5.jar!/:3.3.5],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.193447710Z
	at org.springframework.boot.sql.init.AbstractScriptDatabaseInitializer.initializeDatabase(AbstractScriptDatabaseInitializer.java:76) ~[spring-boot-3.3.5.jar!/:3.3.5],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.193453723Z
	at org.springframework.boot.sql.init.AbstractScriptDatabaseInitializer.afterPropertiesSet(AbstractScriptDatabaseInitializer.java:66) ~[spring-boot-3.3.5.jar!/:3.3.5],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.193460448Z
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeInitMethods(AbstractAutowireCapableBeanFactory.java:1853) ~[spring-beans-6.1.14.jar!/:6.1.14],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.193467748Z
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.initializeBean(AbstractAutowireCapableBeanFactory.java:1802) ~[spring-beans-6.1.14.jar!/:6.1.14],info,"{""level"":""info""}","{""project"":""4c477be5-c4d9-454e-8178-da70b4161364"",""environment"":""5b32e0d8-764c-4be7-9635-d26d34ee1f47"",""service"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deployment"":""6ee7ca22-58a3-4610-8888-114ed284e29d"",""replica"":""f11609ed-5a6a-473f-9676-f9c914d19422""}",2026-05-06T08:41:10.193474997Z
