message,timestamp,severity,tags,attributes
[internal] load .dockerignore,2026-04-26T10:26:44.338617883Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:9fd52d3fc387e45d2042f6afa7fb665ddc98d2cda002ecedcbed95ecf18ee0f7"",""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[internal] load .dockerignore,2026-04-26T10:26:44.338874889Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-26T10:26:44.334570789Z"",""digest"":""sha256:9fd52d3fc387e45d2042f6afa7fb665ddc98d2cda002ecedcbed95ecf18ee0f7"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-26T10:26:44.334534233Z"",""type"":""vertex""}"
[internal] load .dockerignore,2026-04-26T10:26:44.338899868Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:9fd52d3fc387e45d2042f6afa7fb665ddc98d2cda002ecedcbed95ecf18ee0f7"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-26T10:26:44.33472388Z"",""type"":""vertex""}"
[internal] load .dockerignore,2026-04-26T10:26:44.371169793Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-26T10:26:44.366949635Z"",""digest"":""sha256:9fd52d3fc387e45d2042f6afa7fb665ddc98d2cda002ecedcbed95ecf18ee0f7"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-26T10:26:44.33472388Z"",""type"":""vertex""}"
[internal] load build context,2026-04-26T10:26:44.378719729Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:9a5ca12008d27d2ae40d96a24a11d0edd7463668020a8e0eb4a7a50d51ca5d31"",""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
"[build  4/14] RUN echo ""Build timestamp: v1.1.1-force-rebuild-api-fix-20260426-1730""",2026-04-26T10:26:44.378770327Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:d84373d6053ca793aa40699c9c8373a76f96eb5f8d8d50a4db61ed02e005f6d7"",""inputs"":[""sha256:dac80f8e4bff5aa056862fe46387fbfc0ad0e95d194fa801140907bb592b2455""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[build  3/14] WORKDIR /app,2026-04-26T10:26:44.378784219Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:dac80f8e4bff5aa056862fe46387fbfc0ad0e95d194fa801140907bb592b2455"",""inputs"":[""sha256:35614ccd2b0bc06c04e5937f174af7594a79db55e7d34c9e6124f73f2fcc16df""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
"[build  2/14] RUN apt-get update && apt-get install -y --no-install-recommends curl &&     curl -fSL -o /tmp/maven.tar.gz ""https://archive.apache.org/dist/maven/maven-3.9.9/binaries/apache-maven-3.9.9-bin.tar.gz"" &&     tar xzf /tmp/maven.tar.gz -C /opt && rm /tmp/maven.tar.gz &&     ln -s /opt/apache-maven-3.9.9 /opt/maven &&     ln -s /opt/maven/bin/mvn /usr/local/bin/mvn &&     curl -fsSL https://deb.nodesource.com/setup_20.x | bash - &&     apt-get install -y nodejs &&     apt-get purge -y curl && apt-get autoremove -y && apt-get clean && rm -rf /var/lib/apt/lists/*",2026-04-26T10:26:44.378798500Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:35614ccd2b0bc06c04e5937f174af7594a79db55e7d34c9e6124f73f2fcc16df"",""inputs"":[""sha256:06733701c34f888436d842ff4115380f5a049ac9b1ba0600fa441048ae6f4f1b""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[build  1/14] FROM docker.io/library/eclipse-temurin:21-jdk@sha256:e58e492628c1428ceb838afc1a1b8762673d5eaa09296f560c363daea0fdcf3b,2026-04-26T10:26:44.378811993Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:06733701c34f888436d842ff4115380f5a049ac9b1ba0600fa441048ae6f4f1b"",""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[stage-1 3/7] RUN ln -snf /usr/share/zoneinfo/Asia/Shanghai /etc/localtime && echo Asia/Shanghai > /etc/timezone,2026-04-26T10:26:44.378824231Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:caf5b389ec62c4b1fa3cdbe475546b7070a47953fa148117eadfa6a55dbe759f"",""inputs"":[""sha256:38f43416520640e2461fd3b4c55577f7eec97161f482984831879eed40eb564b""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[stage-1 2/7] WORKDIR /app,2026-04-26T10:26:44.378831763Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:38f43416520640e2461fd3b4c55577f7eec97161f482984831879eed40eb564b"",""inputs"":[""sha256:e78d4b544fc97be399fa12b29f706021336e04f4234b62d28803e08d13496550""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[stage-1 1/7] FROM docker.io/library/eclipse-temurin:21-jre-alpine@sha256:ad0cdd9782db550ca7dde6939a16fd850d04e683d37d3cff79d84a5848ba6a5a,2026-04-26T10:26:44.378839204Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:e78d4b544fc97be399fa12b29f706021336e04f4234b62d28803e08d13496550"",""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[stage-1 5/7] COPY start.sh ./start.sh,2026-04-26T10:26:44.378915780Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:76685a5428b9866ad3ec3d4adaee05c6663da36485c4ac914b9e0684df1fb6bc"",""inputs"":[""sha256:354ee1b8fd6cbabdbcb727f055de09334803b02132e02a803b38aff0958a5933"",""sha256:9a5ca12008d27d2ae40d96a24a11d0edd7463668020a8e0eb4a7a50d51ca5d31""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[stage-1 4/7] COPY --from=build /app/backend/target/backend-0.0.1-SNAPSHOT.jar ./backend.jar,2026-04-26T10:26:44.378930813Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:354ee1b8fd6cbabdbcb727f055de09334803b02132e02a803b38aff0958a5933"",""inputs"":[""sha256:caf5b389ec62c4b1fa3cdbe475546b7070a47953fa148117eadfa6a55dbe759f"",""sha256:8aa44a1dbaea23335be372f43aa22fddccc011ddea92a4aa99c7bd0c1ab8dd54""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[build 14/14] RUN mvn clean package -DskipTests -B --no-transfer-progress,2026-04-26T10:26:44.378944237Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:8aa44a1dbaea23335be372f43aa22fddccc011ddea92a4aa99c7bd0c1ab8dd54"",""inputs"":[""sha256:e2062b49776f1fffd6111f47c0566052ac07545b7a10b2f04e0934aa4703fe4e""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[build 13/14] RUN cp -r /app/frontend/dist/* src/main/resources/static/ 2>/dev/null;     mkdir -p src/main/resources/static &&     cp -r /app/frontend/dist/* src/main/resources/static/ 2>/dev/null || true,2026-04-26T10:26:44.378954993Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:e2062b49776f1fffd6111f47c0566052ac07545b7a10b2f04e0934aa4703fe4e"",""inputs"":[""sha256:298f4b1d5c7d8f05c5e0f8fbb5317b3d9dec3ff4e355dbc474992f2a2f8feae3""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[build 12/14] COPY backend/src ./src,2026-04-26T10:26:44.378963040Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:298f4b1d5c7d8f05c5e0f8fbb5317b3d9dec3ff4e355dbc474992f2a2f8feae3"",""inputs"":[""sha256:550fdca222d211c0d11b9f61dd2d5c2d792976f64f0f33830d10e800a2322058"",""sha256:9a5ca12008d27d2ae40d96a24a11d0edd7463668020a8e0eb4a7a50d51ca5d31""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[stage-1 7/7] RUN addgroup -S spring && adduser -S spring -G spring,2026-04-26T10:26:44.378970554Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:a29df8c8e6767cb09ea0776ceef9981bdcc0e68ba9bab4c92d769eaa8d96242b"",""inputs"":[""sha256:9106dc12c83c76abc46ac832af21de309fd298195847b35d22d01e3b099a6923""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[build 10/14] COPY backend/pom.xml .,2026-04-26T10:26:44.378977733Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:6424ed6d54f9778ab7c2d6301fc477e09201789aad6da0309bce63c5c6b2d79f"",""inputs"":[""sha256:8cc908e75e873b912aeea678252e51b2acc283f4167bcf9f20e23f7832db5986"",""sha256:9a5ca12008d27d2ae40d96a24a11d0edd7463668020a8e0eb4a7a50d51ca5d31""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[build  9/14] WORKDIR /app/backend,2026-04-26T10:26:44.378985360Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:8cc908e75e873b912aeea678252e51b2acc283f4167bcf9f20e23f7832db5986"",""inputs"":[""sha256:8de7ac475e9cbec09283b7d486dfe4eb5558c5b6427f69684e9ef431d2f01048""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[build  8/14] RUN cd /app/frontend && npm run build,2026-04-26T10:26:44.378992775Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:8de7ac475e9cbec09283b7d486dfe4eb5558c5b6427f69684e9ef431d2f01048"",""inputs"":[""sha256:505b074c8362978e9b33dfad4412b2a3dc5fc94821b678656dea72d111a7fa9d""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[build  7/14] COPY frontend/ /app/frontend/,2026-04-26T10:26:44.379003290Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:505b074c8362978e9b33dfad4412b2a3dc5fc94821b678656dea72d111a7fa9d"",""inputs"":[""sha256:4a56f1faf6b6b3eb8f3976e77f9bdd1b7c0a07b0d5ac1fe7a6fdf444103e8d7e"",""sha256:9a5ca12008d27d2ae40d96a24a11d0edd7463668020a8e0eb4a7a50d51ca5d31""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[build  6/14] RUN cd /app/frontend && npm ci --prefer-offline 2>/dev/null || npm install,2026-04-26T10:26:44.379018180Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:4a56f1faf6b6b3eb8f3976e77f9bdd1b7c0a07b0d5ac1fe7a6fdf444103e8d7e"",""inputs"":[""sha256:e9a5e864999e7ae53632c64b473a634433d81a6bf0924b760eb722adca54ae66""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[stage-1 6/7] RUN chmod +x ./start.sh,2026-04-26T10:26:44.379025593Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:9106dc12c83c76abc46ac832af21de309fd298195847b35d22d01e3b099a6923"",""inputs"":[""sha256:76685a5428b9866ad3ec3d4adaee05c6663da36485c4ac914b9e0684df1fb6bc""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[build  5/14] COPY frontend/package.json frontend/package-lock.json* /app/frontend/,2026-04-26T10:26:44.379032908Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:e9a5e864999e7ae53632c64b473a634433d81a6bf0924b760eb722adca54ae66"",""inputs"":[""sha256:d84373d6053ca793aa40699c9c8373a76f96eb5f8d8d50a4db61ed02e005f6d7"",""sha256:9a5ca12008d27d2ae40d96a24a11d0edd7463668020a8e0eb4a7a50d51ca5d31""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[build 11/14] RUN mvn dependency:go-offline -B --no-transfer-progress || true,2026-04-26T10:26:44.379040517Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:550fdca222d211c0d11b9f61dd2d5c2d792976f64f0f33830d10e800a2322058"",""inputs"":[""sha256:6424ed6d54f9778ab7c2d6301fc477e09201789aad6da0309bce63c5c6b2d79f""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[build  1/14] FROM docker.io/library/eclipse-temurin:21-jdk@sha256:e58e492628c1428ceb838afc1a1b8762673d5eaa09296f560c363daea0fdcf3b,2026-04-26T10:26:44.379057460Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:06733701c34f888436d842ff4115380f5a049ac9b1ba0600fa441048ae6f4f1b"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-26T10:26:44.37462611Z"",""type"":""vertex""}"
[internal] load build context,2026-04-26T10:26:44.379065576Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-26T10:26:44.374706621Z"",""digest"":""sha256:9a5ca12008d27d2ae40d96a24a11d0edd7463668020a8e0eb4a7a50d51ca5d31"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-26T10:26:44.374628228Z"",""type"":""vertex""}"
[stage-1 1/7] FROM docker.io/library/eclipse-temurin:21-jre-alpine@sha256:ad0cdd9782db550ca7dde6939a16fd850d04e683d37d3cff79d84a5848ba6a5a,2026-04-26T10:26:44.379078741Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:e78d4b544fc97be399fa12b29f706021336e04f4234b62d28803e08d13496550"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-26T10:26:44.374762845Z"",""type"":""vertex""}"
[build  1/14] FROM docker.io/library/eclipse-temurin:21-jdk@sha256:e58e492628c1428ceb838afc1a1b8762673d5eaa09296f560c363daea0fdcf3b,2026-04-26T10:26:44.390425700Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-26T10:26:44.386171291Z"",""digest"":""sha256:06733701c34f888436d842ff4115380f5a049ac9b1ba0600fa441048ae6f4f1b"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-26T10:26:44.37462611Z"",""type"":""vertex""}"
[build  1/14] FROM docker.io/library/eclipse-temurin:21-jdk@sha256:e58e492628c1428ceb838afc1a1b8762673d5eaa09296f560c363daea0fdcf3b,2026-04-26T10:26:44.390831404Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-26T10:26:44.386443093Z"",""digest"":""sha256:06733701c34f888436d842ff4115380f5a049ac9b1ba0600fa441048ae6f4f1b"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-26T10:26:44.386364675Z"",""type"":""vertex""}"
[build  1/14] FROM docker.io/library/eclipse-temurin:21-jdk@sha256:e58e492628c1428ceb838afc1a1b8762673d5eaa09296f560c363daea0fdcf3b,2026-04-26T10:26:44.391140342Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:06733701c34f888436d842ff4115380f5a049ac9b1ba0600fa441048ae6f4f1b"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-26T10:26:44.38673069Z"",""type"":""vertex""}"
[internal] load build context,2026-04-26T10:26:44.391168899Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:9a5ca12008d27d2ae40d96a24a11d0edd7463668020a8e0eb4a7a50d51ca5d31"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-26T10:26:44.386780217Z"",""type"":""vertex""}"
[stage-1 1/7] FROM docker.io/library/eclipse-temurin:21-jre-alpine@sha256:ad0cdd9782db550ca7dde6939a16fd850d04e683d37d3cff79d84a5848ba6a5a,2026-04-26T10:26:44.391550955Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-26T10:26:44.387458277Z"",""digest"":""sha256:e78d4b544fc97be399fa12b29f706021336e04f4234b62d28803e08d13496550"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-26T10:26:44.374762845Z"",""type"":""vertex""}"
[stage-1 1/7] FROM docker.io/library/eclipse-temurin:21-jre-alpine@sha256:ad0cdd9782db550ca7dde6939a16fd850d04e683d37d3cff79d84a5848ba6a5a,2026-04-26T10:26:44.391835186Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-26T10:26:44.387751969Z"",""digest"":""sha256:e78d4b544fc97be399fa12b29f706021336e04f4234b62d28803e08d13496550"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-26T10:26:44.38765108Z"",""type"":""vertex""}"
[stage-1 1/7] FROM docker.io/library/eclipse-temurin:21-jre-alpine@sha256:ad0cdd9782db550ca7dde6939a16fd850d04e683d37d3cff79d84a5848ba6a5a,2026-04-26T10:26:44.392103917Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:e78d4b544fc97be399fa12b29f706021336e04f4234b62d28803e08d13496550"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-26T10:26:44.387843852Z"",""type"":""vertex""}"
[build  1/14] FROM docker.io/library/eclipse-temurin:21-jdk@sha256:e58e492628c1428ceb838afc1a1b8762673d5eaa09296f560c363daea0fdcf3b,2026-04-26T10:26:44.494018536Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-26T10:26:44.489619188Z"",""digest"":""sha256:06733701c34f888436d842ff4115380f5a049ac9b1ba0600fa441048ae6f4f1b"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-26T10:26:44.38673069Z"",""type"":""vertex""}"
[build  1/14] FROM docker.io/library/eclipse-temurin:21-jdk@sha256:e58e492628c1428ceb838afc1a1b8762673d5eaa09296f560c363daea0fdcf3b,2026-04-26T10:26:44.497663397Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:06733701c34f888436d842ff4115380f5a049ac9b1ba0600fa441048ae6f4f1b"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-26T10:26:44.493006161Z"",""type"":""vertex""}"
[internal] load build context,2026-04-26T10:26:44.507552824Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-26T10:26:44.503096461Z"",""digest"":""sha256:9a5ca12008d27d2ae40d96a24a11d0edd7463668020a8e0eb4a7a50d51ca5d31"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-26T10:26:44.386780217Z"",""type"":""vertex""}"
[stage-1 1/7] FROM docker.io/library/eclipse-temurin:21-jre-alpine@sha256:ad0cdd9782db550ca7dde6939a16fd850d04e683d37d3cff79d84a5848ba6a5a,2026-04-26T10:26:44.516808804Z,info,"{""serviceId"":""90b89084-117d-4c09-a7ae-f50e71167b20"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-26T10:26:44.512431653Z"",""digest"":""sha256:e78d4b544fc97be399fa12b29f706021336e04f4234b62d28803e08d13496550"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-26T10:26:44.387843852Z"",""type"":""vertex""}"
